{'trials': 20, 'sleeptime': 0.9, 'target_freq': 825, 'theoretical_target_freq': 859.361762354977}
freq,A,A_std,phi,phi_std
818.0,4.0679271486238966e-07,5.48952125120609e-08,0.3417682391884072,0.339969411381857
818.0697594831922,4.5992037909128104e-07,4.800950160985442e-08,0.014391967485918488,0.2935060130700605
818.1395249155099,3.3077957145471787e-07,3.997491407635121e-08,0.10339123229508126,0.19536726590660278
818.2092962974623,5.077599990787951e-07,4.3404944036078395e-08,0.15160193986454806,0.31133969514446114
818.2790736295551,3.943910587845284e-07,5.726285565304032e-08,0.0025874758296230483,0.36227365971954234
818.3488569122974,4.1302255962715293e-07,5.2099599441375195e-08,0.15648504582801012,0.31362278390105297
818.4186461461959,4.3529091732576e-07,5.723714584677433e-08,0.20895750297802312,0.25104428111958493
818.4884413317571,4.4951392741660046e-07,5.892250379036147e-08,-0.11939877952427769,0.33479761423275445
818.5582424694906,4.847104483827199e-07,5.021492867097524e-08,0.4315117770809895,0.22351927240250366
818.628049559902,3.8103302357991674e-07,5.581838180274784e-08,0.22171293873044323,0.3425506490399283
818.6978626035008,5.44174042288814e-07,5.578961000896675e-08,-0.4504720063130871,0.29467272798068395
818.7676816007936,4.528453898657392e-07,4.984027130611685e-08,0.4073497999645241,0.3309455557782645
818.8375065522877,4.2290822319272814e-07,5.7128642009052545e-08,0.5802644587490559,0.34540469089888953
818.9073374584922,4.4507737384020376e-07,6.114782551142249e-08,-0.2068322395260808,0.3202526205085518
818.9771743199134,4.1769653555231987e-07,4.266415602563211e-08,0.6498155582113736,0.32918041863180686
819.0470171370608,4.091277393048041e-07,5.873222834668387e-08,0.2647006542849478,0.3215812038114799
819.1168659104414,4.332108807503358e-07,4.1505019455192623e-08,0.5162863290785988,0.2725814090926057
819.1867206405626,4.886459254961128e-07,5.487493029428249e-08,0.14909311349055732,0.32631835586566454
819.2565813279338,4.817048348150454e-07,6.876970703580527e-08,0.42772520164667427,0.321177119429765
819.3264479730614,3.962686952212908e-07,4.820327851278155e-08,0.30396512123990416,0.4732126823318265
819.3963205764552,4.720658824015998e-07,6.582317322660725e-08,0.1958945178728136,0.3631137969693401
819.4661991386225,4.839575313917484e-07,5.938649164970297e-08,0.3968435532591239,0.2912802833683471
819.5360836600705,4.897069029506602e-07,6.405550296519134e-08,0.058798254195766494,0.3566803369701493
819.6059741413093,4.0338204504437236e-07,4.3030759774735485e-08,0.005433711554176894,0.39675324943212475
819.6758705828454,4.3289706806833817e-07,4.553851581784181e-08,0.02860939117792678,0.360267734888218
819.7457729851886,5.167326270342209e-07,6.082244329123622e-08,0.04300014882258136,0.3011972032195325
819.8156813488466,5.862300969904038e-07,5.7264418875346105e-08,0.6223773819085893,0.2824578149145857
819.885595674327,4.975922966479395e-07,4.309982964968021e-08,-0.1221742465296988,0.3664618503407712
819.9555159621397,4.1131475245696986e-07,3.877510439138857e-08,0.27620726416404084,0.3561981555375198
820.0254422127916,4.1083075171566767e-07,6.367617036409277e-08,0.5994544995566108,0.24598646846682193
820.0953744267929,4.837009601381557e-07,5.746015191479492e-08,0.9382519615842124,0.3320498197478055
820.1653126046513,4.666494170427632e-07,5.8678497583718516e-08,0.05528362607824673,0.37467924114962575
820.2352567468745,4.227914312414807e-07,4.220332076317e-08,0.8925496909308845,0.3618447819674882
820.3052068539729,3.7496887635729827e-07,3.81761324411897e-08,0.3968925476547839,0.29545059789130473
820.3751629264535,3.9739699428547054e-07,5.175694587824596e-08,-0.07531616174198008,0.22955971319717536
