{'trials': 20, 'sleeptime': 0.9, 'target_voltage': 1.0, 'current_temp': 69.980430186, 'current_temp_err': 0.00211013261159623, 'current_temp_gradient': 0.0, 'loops_to_stabilize_temperature': 3}
freq,A,A_std,phi,phi_std
115.0,4.850922543617279e-07,4.4474995648260984e-08,0.47355396126873417,0.2835940306784099
115.08422902596917,4.554287677191813e-07,3.433994578751392e-08,0.5592874410940789,0.2530294054285167
115.16851974349333,5.026978052444408e-07,3.88393592908162e-08,0.8346748309369234,0.2970924194007944
115.25287219775682,4.98192824807597e-07,4.6999419842284845e-08,0.6584776834297867,0.31358083133655446
115.33728643397747,4.964962958126113e-07,4.2125662157618426e-08,-0.34838319443079946,0.14367335855475807
115.42176249740578,5.058245877853987e-07,5.557269401051715e-08,0.8496658702625176,0.31569919026581544
115.50630043332588,5.073440506268186e-07,4.675842934358058e-08,1.08195374518885,0.3391115549631389
115.59090028705454,4.24521998337396e-07,4.790932734219088e-08,0.3572382860478085,0.29532242822634247
115.67556210394214,5.427677757378861e-07,7.027735823881962e-08,0.8355955944162512,0.29163072435071896
115.76028592937223,5.141937798199595e-07,5.738238265986477e-08,0.7834519359381191,0.2894701287433982
115.84507180876126,5.332063000624171e-07,4.863951149721163e-08,1.9602175810045679,0.23326140128522377
115.92991978755943,5.457714815249049e-07,4.5693812466301383e-08,1.0325494085309055,0.32848109828516286
116.01482991124973,5.721107320365646e-07,4.475729565589626e-08,0.6508330850036572,0.30133900302379535
116.09980222534898,4.2181032774391003e-07,5.187776373773988e-08,0.7370528412776238,0.3112532132704301
116.1848367754068,5.842756901283082e-07,5.471376331650436e-08,0.725975066145996,0.2973486340367067
116.26993360700658,5.815748706199796e-07,5.563077829014889e-08,0.7060725338302329,0.34207881804755574
116.35509276576508,3.991644322609867e-07,4.049244128091323e-08,-0.7997124199176201,0.11886223436160567
116.44031429733211,5.900171751055754e-07,3.873288853186443e-08,0.6482982638574549,0.37940184072648375
116.52559824739139,6.216066598188103e-07,3.990937262655342e-08,0.42832985336278095,0.38509644468420073
116.61094466165963,4.84105668663604e-07,7.571053479132374e-08,0.10179881587965929,0.3445340829171733
116.69635358588738,6.447173454761644e-07,4.158698380633543e-08,1.0001614800860152,0.3407166721580781
116.7818250658587,6.262185312150771e-07,5.1708486326149313e-08,0.6656820332470923,0.29745194850565293
116.86735914739083,8.050546777284268e-07,4.944035086221533e-08,0.6470852438259986,0.29909291817791833
116.95295587633503,7.079999846109843e-07,6.348662134294361e-08,0.7095379998262799,0.32468760441297034
117.03861529857568,6.266277807426817e-07,5.7211285775405145e-08,0.8225568114203101,0.3697583714966712
117.12433746003123,7.010081567833121e-07,5.4698064007450666e-08,0.7072380517068788,0.37055400882189116
117.2101224066533,6.707197917059412e-07,6.600566680745635e-08,0.28968833137068795,0.30350676422686146
117.29597018442752,7.359879868419389e-07,5.587785036324771e-08,0.9935441093185094,0.3380964016248617
117.38188083937318,8.080305796763389e-07,6.070897063363859e-08,0.893329905962349,0.3430657466294248
117.46785441754297,7.959691116805533e-07,6.267302978573437e-08,0.9893766040496944,0.33398598960818265
