{'trials': 8, 'sleeptime': 0.9, 'target_freq': 2365, 'theoretical_target_freq': 2406.2394172338777}
freq,A,A_std,phi,phi_std
2350.0,9.283709544613127e-07,2.734332524504464e-07,1.1929652458577362,0.20532272890141615
2351.028160193167,2.3461943285423958e-07,1.7612100566308032e-08,0.23188305556248465,0.06529499898347099
2352.0567702218136,2.186826908300184e-07,1.852752105833723e-08,0.34208760841308866,0.07189429164353987
2353.0858302827546,2.290956906067218e-07,1.9384484188945024e-08,0.5409296963417332,0.05887900344719669
2354.1153405728805,2.17882485470414e-07,1.815175270495225e-08,0.4155879338565347,0.14472627322412823
2355.145301289179,1.6415746304308324e-07,1.2970788964551755e-08,0.23656836014894234,0.09252771471500038
2356.1757126287125,1.87983073498312e-07,1.577159484346499e-08,0.38721760953493356,0.10571043529868206
2357.206574788641,2.2134635500293247e-07,2.278243964868094e-08,0.47874519864597914,0.0803148440331766
2358.2378879661997,1.801833817393622e-07,1.3174689645238843e-08,0.29962352163252626,0.09021222545459241
2359.269652358721,1.8165076405642786e-07,1.6960247518411954e-08,0.5182074703576479,0.07312782259177712
2360.3018681636154,1.7305986306896147e-07,1.3784563457999511e-08,0.578655968562031,0.06392466552505623
2361.3345355783804,1.8275916009994936e-07,1.0545353003956484e-08,0.5155482971046402,0.058327205626079806
2362.367654800607,2.0537548752649272e-07,1.855183161207464e-08,0.2059460272580843,0.05249872588973703
2363.4012260279624,1.9784634630422143e-07,1.8002532119218798e-08,0.4013061428613547,0.10533942597735133
2364.435249458211,1.7740679243448998e-07,9.087986570483554e-09,0.42378783033541445,0.0862999951471717
2365.469725289193,2.0458900670753234e-07,1.4284324160465703e-08,0.5936248234063101,0.06318556357137887
2366.504653718846,1.9115951252797607e-07,2.2031841468731735e-08,0.41685051717969984,0.07468841007583178
2367.540034945183,1.5952314186698457e-07,9.327023128753113e-09,0.1383935897242613,0.09901747802798962
2368.5758691663145,2.0659383405923527e-07,1.5522544457506228e-08,0.2288348794158948,0.1031045026346759
2369.6121565804283,1.905808750821264e-07,1.3562687884285572e-08,0.5392333168397837,0.0699931547700247
2370.6488973858072,1.2287976537692788e-07,1.8405927388902677e-08,0.35069466957571926,0.06539326211613275
2371.6860917808144,2.0603470589255082e-07,2.1345022801311393e-08,0.3174131634318536,0.06224277236646427
2372.7237399639002,1.961243444353526e-07,1.8076561509041466e-08,0.28413165728798795,0.08370855450736998
2373.761842133608,1.980261026182873e-07,2.035394640089673e-08,0.5427479087322058,0.09207220996497821
2374.800398488559,1.9653843297011495e-07,2.2842005566118343e-08,0.0005165259856815818,0.15533150403051038
2375.8394092274707,4.002400894956802e-07,3.9008249614978806e-08,0.09090367969109392,0.10525204949719709
2376.8788745491383,4.088526387049718e-07,1.8576894013776595e-08,-0.36815250179886194,0.4299181547053554
2377.918794652454,3.139573265888593e-07,2.3906899716584256e-08,0.5213582667178939,0.16393493280473265
2378.959169736386,1.508103819325172e-07,2.568436168310231e-08,0.3720554970218958,0.11911778690954433
2380.0,2.6530955144052923e-07,8.619286265188011e-09,0.5324892613528279,0.08309573355595488
