{'trials': 8, 'sleeptime': 0.9, 'target_freq': 2300, 'theoretical_target_freq': 2406.2394172338777}
freq,A,A_std,phi,phi_std
2288.0,9.296676816246919e-07,3.97380044903023e-07,0.4751640245595265,0.1688794404143053
2288.8234239707526,1.8566698989189886e-07,1.8828527377999485e-08,0.3594175755548584,0.10882710204207478
2289.6471442819916,2.012777288684648e-07,1.7835744814210552e-08,0.2024314353656622,0.0398937210975766
2290.4711610403697,1.4789547457952278e-07,1.4793459025693963e-08,0.533751844675993,0.10492306539848487
2291.29547435257,1.9152070849699834e-07,1.562420912687707e-08,0.5278039567663702,0.1189442838905344
2292.120084325324,1.5755317906210763e-07,1.4559353981931074e-08,0.3100686855923883,0.07873056613326869
2292.944991065394,2.1996963377418083e-07,1.4875920504716261e-08,0.17556423287725179,0.08125040849404325
2293.7701946795796,1.7045452589667545e-07,1.48033013232515e-08,0.48393653896769057,0.10883097978709272
2294.595695274728,1.7433124738216943e-07,1.517994760560266e-08,0.382306427712669,0.049943577752569183
2295.421492957716,1.5242380809365207e-07,1.1628591329627e-08,0.31173843359930425,0.06748599832490011
2296.2475878354603,1.5680098033259515e-07,1.3301226572645682e-08,0.45065503282382485,0.1074718561509657
2297.073980014922,2.1017441837419498e-07,1.796067072949788e-08,0.6319266151006742,0.11064871929248281
2297.9006696030924,1.7688023841949534e-07,1.3040094433443494e-08,0.3420876084130887,0.13115355840201745
2298.7276567070094,3.458205548556669e-07,2.1760794837641667e-08,1.0953550002785966,0.2988300022773803
2299.554941433743,2.7476004290398765e-07,3.1230528992797125e-08,0.12378904731995416,0.28036639263895036
2300.382523890402,4.969866960278825e-07,4.2868533898005615e-08,1.351051582439866,0.2598769687981555
2301.2104041841408,2.0004769934860468e-07,3.489693251944235e-08,0.15173554880540327,0.15554860952398578
2302.0385824221444,3.139806912578314e-07,2.8375716305720238e-08,0.9617585638520331,0.4417048755054044
2302.8670587116376,2.6929080873196137e-07,3.4219848284647734e-08,0.9962428853491868,0.228817781197419
2303.6958331598903,1.6665320555246271e-07,1.6828857773313988e-08,0.16572720795850404,0.11512710384175945
2304.524905874201,1.9995549783489605e-07,2.0937763593085676e-08,0.377154707380379,0.06414786326077289
2305.3542769619175,1.7272446462829941e-07,1.2204014337232122e-08,0.47313672029788467,0.07602258161790446
2306.1839465304183,1.468170618352331e-07,5.622501018538547e-09,0.09598201291750573,0.0750462136661262
2307.0139146871206,1.9989730288225066e-07,2.2406548485210454e-08,0.2793871016394487,0.08263835865351295
2307.8441815394876,1.254685295312352e-07,1.4590490220122073e-08,0.2875869981183285,0.08790228540145824
2308.674747195014,2.2233699948074105e-07,1.1048209497246504e-08,0.26732469964647754,0.06899654711781608
2309.5056117612326,1.5059205976771697e-07,4.727745418888135e-09,0.539699732585616,0.057572294906302245
2310.336775345723,1.6964028813999447e-07,8.75977351242502e-09,0.42431083983567386,0.10640442786176177
2311.1682380560933,1.6065925891895893e-07,1.3921390957104296e-08,0.4329179009983044,0.1307483271472613
2312.0,2.5744160017878974e-07,1.1803225189295034e-08,0.33474313057362337,0.09777678321719292
