{'trials': 8, 'sleeptime': 0.9, 'target_freq': 2400, 'theoretical_target_freq': 2406.2394172338777}
freq,A,A_std,phi,phi_std
2390.0,5.488234430509539e-07,1.6868688869584622e-07,0.7444737244017912,0.19524312454877185
2390.5107412808093,2.0750850291370916e-07,1.7324435371046227e-08,0.13310014609668933,0.06137795993446163
2391.0215917066616,1.8989454921673225e-07,1.5108044509091907e-08,0.34143316413103775,0.07660399598336612
2391.5325513008847,1.8907148613897122e-07,2.0002466259440123e-08,0.431079798201073,0.13435272230477527
2392.043620086803,2.132643262873274e-07,1.5541600839701718e-08,0.8548676285364876,0.22116502163376553
2392.554798087756,1.4578620172504466e-07,1.0449601395710241e-08,0.171675095868127,0.06793972964936454
2393.0660853270774,1.7476808115841477e-07,2.1381788756095392e-08,0.21063133184454202,0.0893551656978737
2393.5774818281166,1.7534506990527792e-07,1.5110602999075164e-08,0.16128244188207183,0.08345115849729833
2394.0889876142173,2.0285035938218298e-07,1.692148294110064e-08,0.5176518412903405,0.09216339838954421
2394.6006027087396,1.3561825009436164e-07,1.588267962489828e-08,0.3961544225290647,0.08485052777442523
2395.112327135037,1.3805098033259514e-07,7.919680641318279e-09,0.5799185518851963,0.11820567851524294
2395.6241609164786,1.202084798107361e-07,1.665821326191955e-08,0.3174131634318536,0.07575551895652272
2396.1361040764286,2.2448611606272513e-07,1.6648549028477976e-08,0.6235600924480691,0.07256877596830881
2396.648156638266,2.1546592060117444e-07,1.787027848060628e-08,0.5268145315202785,0.07992038181086075
2397.160318625365,2.3870213551600204e-07,1.8819923618469075e-08,0.2767871794485226,0.04239636093640678
2397.672590061115,1.9025234994986857e-07,1.730829763228136e-08,0.32475764127131895,0.0624197706916865
2398.1849709689,2.1731690372221966e-07,2.4003503240764137e-08,0.49896438730035414,0.2070059459048435
2398.6974613721186,2.7620695283450265e-07,2.1239372879017466e-08,0.30716897382935515,0.15218635991405532
2399.2100612941654,2.330111808983652e-07,2.911682466920915e-08,0.19127753989401902,0.17934183353341585
2399.722770758449,2.0844017008098253e-07,2.014347971008369e-08,0.7027677672911125,0.24601043748081725
2400.235589788374,1.7426367606931116e-07,1.8465740173101894e-08,0.6647417054987075,0.10920508752162962
2400.7485184073594,1.805158122399716e-07,1.4100605539024408e-08,0.4333250656820552,0.1199982894711314
2401.261556638819,2.0112848092631194e-07,1.1559269354665471e-08,0.4822667909607746,0.08285049383727175
2401.7747045061824,1.8859529975972918e-07,1.8616945115321534e-08,0.23352018400235253,0.05987959218700085
2402.2879620328736,1.3507468042020493e-07,1.961164285492104e-08,0.422932411696,0.10859077062893102
2402.801329242331,2.2228309774646514e-07,1.806616237090132e-08,0.4365664994974037,0.0992931449627601
2403.3148061579896,1.6319123429712277e-07,1.236147452487279e-08,0.44152496216093495,0.14683944700216606
2403.828392803298,1.5877964518398101e-07,1.949554343337098e-08,0.5133555395974649,0.14716011465465376
2404.3420892017007,1.1865855644353412e-07,1.4221721032871915e-08,0.4661994071421701,0.17088909658154686
2404.855895376657,1.4765706061104032e-07,1.2010188282678097e-08,0.27719434413227334,0.05057792004480567
2405.3698113516202,1.917279253808827e-07,1.3902162833787162e-08,0.33520954631945565,0.10089891749234696
2405.8838371500606,2.3131128895342938e-07,2.0457379600895987e-08,0.4269700130886815,0.16587489484726053
2406.3979727954415,1.6797434187982375e-07,9.446217417675947e-09,0.4100290488404939,0.16429268553497936
2406.9122183112427,1.5493019205712396e-07,1.5904615036433096e-08,-0.08263039610633587,0.1694090395216013
2407.4265737209384,1.696544193925541e-07,1.718266274559237e-08,0.08309681185216819,0.08758806186233235
2407.9410390480175,5.137970940258258e-07,3.713155408181612e-08,0.8915785970319203,0.3145932073444563
2408.4556143159643,2.200914447011516e-07,2.27043563764313e-08,0.20635319194183505,0.17830453297641746
2408.970299548278,1.1541834603915533e-07,1.2100837569329235e-08,0.5064182264417503,0.13474333810306513
2409.4850947684536,1.9496190280124093e-07,2.35078247144642e-08,0.20023867785848684,0.03664166231216323
2410.0,1.3432321485813775e-07,1.3266073175914864e-08,0.08778211643862588,0.1933478333279737
