{'trials': 8, 'sleeptime': 0.9, 'target_freq': 2400, 'theoretical_target_freq': 2406.2394172338777}
freq,A,A_std,phi,phi_std
2380.0,5.503570226170042e-07,1.5933175258813708e-07,0.9267978265017125,0.18485663873960237
2380.8096802453842,1.9627174691544195e-07,1.6166943685744537e-08,0.41043621352424464,0.11316802078303861
2381.619635945433,1.857319685908442e-07,1.794594082706401e-08,0.41229921919991935,0.058445105041218734
2382.4298671938554,1.9170383195511015e-07,1.4469175535819038e-08,0.3918436630593097,0.12763401980953643
2383.2403740843943,1.968061990605489e-07,1.1894998972970937e-08,0.6462084060958541,0.04755659228199846
2384.051156710823,1.6577314186698456e-07,1.2538471668326653e-08,0.4506550328238249,0.09854593762662625
2384.862215166947,2.241692627016098e-07,1.540802008665722e-08,0.48365689737603923,0.08729631966618347
2385.673549546605,2.132523574487578e-07,2.6947571358609695e-08,0.4931191196043873,0.054892106412914775
2386.485159943666,2.260357014627469e-07,1.7457608175583412e-08,0.4224727370384424,0.066977932663829
2387.2970464520317,1.6298430934435466e-07,1.3690534882800801e-08,0.533751844675993,0.10492306539848487
2388.109209165636,1.602973145755679e-07,1.5194194516099573e-08,0.5137627042812156,0.11401800528665476
2388.9216481784442,2.0639502225929975e-07,1.514693828234466e-08,0.3247643823595937,0.0602410705353415
2389.7343635844536,2.298046430574008e-07,1.4256272355108463e-08,0.11775000504743295,0.10118947618083607
2390.5473554776913,2.0444839020136394e-07,1.2017395192118025e-08,0.6406427799915385,0.09249144908759752
2391.3606239522237,1.852469504542239e-07,2.0610758534574008e-08,0.5475672199253407,0.07143680163124344
2392.174169102142,1.7020731471364472e-07,1.3284332911310036e-08,0.23352018400235253,0.07920024859262494
2392.987991021572,1.7497406219625645e-07,1.2518141951864442e-08,0.43332506568205514,0.051226690978349795
2393.80208980467,2.1362169495239096e-07,1.5796789936040196e-08,0.39269908169872414,0.08281375394735854
2394.616465545626,2.1723562329981097e-07,2.4040262030126255e-08,0.5367932797343081,0.10211411074175598
2395.431118338662,2.405568522668783e-07,1.6213267448992604e-08,0.5129072856418012,0.08317575773449563
2396.2460482780316,1.5206055743212064e-07,1.0464432314828982e-08,0.7992727897088775,0.1011498687291047
2397.06125545802,2.1944993634363171e-07,1.8913256513324162e-08,0.3161505801086884,0.06903922113581935
2397.876739972945,1.6046221617828782e-07,1.1596070841350586e-08,0.39785080203101414,0.1111482127686511
2398.6925019171567,3.8837830254907007e-07,3.0186747182416803e-08,0.9041253641360595,0.07900912289344234
2399.5085413850375,3.269210765699555e-07,4.726791178714227e-08,0.2316367100118124,0.20096538808606973
2400.3248584710004,2.1758785517961517e-07,2.8911957109762404e-08,0.26764745105560483,0.2508321780103838
2401.141453269492,2.118538837797344e-07,2.2492145214988712e-08,0.48492596421378226,0.07619482787977658
2401.958325874991,1.7641774261803357e-07,1.6491331191806877e-08,0.3680246367174891,0.09856500081340434
2402.775476382007,2.5642127540581357e-07,1.6580303856166064e-08,0.24569843081183226,0.05703951478811145
2403.5929048850835,2.0327890396486322e-07,1.927133519355095e-08,0.4874185112930646,0.09325067095407334
2404.4106114787946,2.1836876382825664e-07,1.9528931082011457e-08,0.28591725011141256,0.09347959808732523
2405.228596257748,2.4542793010576636e-07,1.7787117703550297e-08,0.4049298384820107,0.09915474792804202
2406.046859316582,2.0012924244618028e-07,1.4161190483003159e-08,0.3060378252879815,0.07905444800158724
2406.865400749968,1.4459041162875108e-07,1.5860505769092493e-08,0.11245656141986098,0.07559752248010689
2407.68422065261,2.1497548783981964e-07,3.448589539799682e-08,0.22102398583059718,0.09916359154959865
2408.5033191192433,1.5588475438885716e-07,1.4916338942793027e-08,0.2283684636700625,0.12678868320008863
2409.322696244636,1.8309047765727704e-07,1.7106836339940427e-08,0.49879410701063365,0.07194858108146528
2410.142352123586,2.166548542514492e-07,1.8025224172369246e-08,0.5327624194299014,0.13721166435565293
2410.9622868509305,1.821635071333643e-07,1.2382359768785456e-08,0.33474313057362337,0.12689385178839244
2411.7825005215323,1.750249000694874e-07,2.0528984821059634e-08,0.5529949277332868,0.10721320964046936
2412.602993230287,1.8424933981230762e-07,1.8694492208574144e-08,0.6543490515126523,0.0806155697797604
2413.4237650721257,2.49467975243945e-07,1.4169914127626983e-08,0.5344062889580441,0.0801701867320787
2414.2448161420084,1.9776357518836e-07,2.1954006842394255e-08,0.25726445479957755,0.08882133762201214
2415.06614653493,1.0858362631935223e-07,1.5446838018408938e-08,0.1561307215497818,0.0873262405363634
2415.8877563459164,1.9608424143071495e-07,2.3704925925365273e-08,0.24152965221105616,0.08812340022208273
2416.7096456700256,2.2402354279131764e-07,2.0311268147541488e-08,0.3122614430995636,0.07431272981577258
2417.531814602349,2.58461802240757e-07,2.3127361265890007e-08,0.31516789595087147,0.10975001074697485
2418.3542632380104,2.1606770291546088e-07,1.7944007017436392e-08,0.2003804011537688,0.06520944386277006
2419.176991672164,2.439472587216989e-07,1.6567641597657297e-08,0.6456991381062428,0.10880543772838533
2420.0,2.728616844790359e-07,1.2959554666853121e-08,0.4316553176751392,0.06558006853529814
