{'trials': 8, 'sleeptime': 0.9, 'target_freq': 2377, 'theoretical_target_freq': 2406.2394172338777}
freq,A,A_std,phi,phi_std
2372.0,9.068551964384866e-07,3.5936931927284184e-07,-0.2880418887331213,0.3076367583087585
2372.1007999174803,1.828900345309773e-07,1.5793567154474517e-08,0.07350032544344594,0.09798690056560329
2372.2016041185307,1.948759590613503e-07,2.2525941245505062e-08,0.2867908305409956,0.1704697979335551
2372.3024126033283,1.8468415482531155e-07,1.360930372293223e-08,0.5826868288664377,0.07876689050533893
2372.4032253720584,2.2553500635752663e-07,1.542556466925996e-08,0.22532028752347272,0.08282543295318258
2372.504042424905,1.535604369924801e-07,1.3998557409030678e-08,0.44204797166119436,0.09394207161315409
2372.6048637620456,2.06157391208016e-07,1.7228798638188692e-08,0.36942122664733146,0.08594074585208321
2372.705689383664,2.063195694018611e-07,2.0835348907362475e-08,0.201855915891596,0.043023662617300125
2372.8065192899453,1.747525225274603e-07,1.545000949884737e-08,0.4082434560170693,0.08802648514584192
2372.907353481067,1.7142869622463017e-07,9.649357778431324e-09,0.46441381431874545,0.04949290104231091
2373.0081919572153,2.0456701200611706e-07,1.3742884702436296e-08,0.48908825929998057,0.13759977395234277
2373.1090347185677,1.738378745337576e-07,1.2684426233743405e-08,0.4329179009983044,0.06160888912155991
2373.209881765309,2.2472773475231152e-07,1.391482165371643e-08,0.23975054290220935,0.05947457176763146
2373.3107330976236,1.5662139448741522e-07,1.505363542274335e-08,0.3524802623991439,0.06160888912155991
2373.4115887156886,2.5973539333515e-07,1.7730659109343495e-08,0.3609456002664925,0.09703630793767745
2373.5124486196887,1.942596795768816e-07,1.3830540283530679e-08,0.48908825929998057,0.06951490167152052
2373.613312809808,1.8899370234880765e-07,2.0425327993070617e-08,0.15903717440108966,0.061229760357309704
2373.714181286225,1.5469305276539512e-07,2.4502611520124426e-08,0.26563797787455595,0.07082772232073806
2373.815054049123,1.772832621980082e-07,1.0771826549922431e-08,0.5155482971046402,0.1056905107733593
2373.915931098687,1.5822817724128524e-07,1.575411680625167e-08,0.4122218063476692,0.11678382254843485
2374.016812435095,1.788736413999071e-07,1.5110791528469704e-08,0.2794463527015303,0.08766447523702718
2374.11769805853,2.0537962178615598e-07,1.72397954671387e-08,0.5756145335037159,0.08001370833720296
2374.2185879691783,2.141833939189423e-07,2.4431510155292482e-08,-0.05061147328563542,0.061274895387327416
2374.3194821672164,1.9363152293070446e-07,1.8123649366968095e-08,0.6854378001493426,0.031813006276175344
2374.4203806528294,2.3610384559606204e-07,2.487968457873903e-08,0.3641621312033977,0.10838825167031206
2374.521283426201,2.115655598108307e-07,3.530404644083296e-08,-0.2785643108897087,0.2741809197220228
2374.622190487509,2.6993794216864515e-07,3.3733149406597936e-08,0.6552473223958457,0.1588325842909606
2374.723101836941,3.124195690197958e-07,3.460961780595465e-08,0.3780033849315187,0.12211431800410738
2374.8240174746743,2.3071490831158948e-07,3.027633653761206e-08,0.3798138806333866,0.2702618664097456
2374.9249374008928,2.5474570304210024e-07,2.028500281191264e-08,0.5765456832880561,0.2875675515489003
2375.0258616157817,3.6953688447635533e-07,2.531550020393516e-08,0.48840536854253036,0.3118463261933328
2375.1267901195183,2.600071385316188e-07,2.189039505422362e-08,0.40015292084012033,0.35485481388987977
2375.2277229122874,2.0683141845205126e-07,1.980626711562841e-08,0.7429865865906927,0.11407707745160485
2375.3286599942735,2.2905762708766996e-07,2.0196043514715844e-08,0.3932156076844057,0.10934534569997216
2375.4296013656544,2.075673310370117e-07,1.9010921974185777e-08,0.16221935715435665,0.03755840321962501
