{'trials': 8, 'sleeptime': 0.9, 'target_freq': 2380, 'theoretical_target_freq': 2406.2394172338777}
freq,A,A_std,phi,phi_std
2365.0,9.156652221352408e-07,3.0444578343048364e-07,0.2759436682232154,0.18680349913034697
2366.0281999641925,2.0947745105470841e-07,1.5603200792821702e-08,0.30220377007754917,0.10044930677582055
2367.0568469453715,1.8160233934266728e-07,2.145703887454033e-08,0.5912413800552615,0.10892977204012179
2368.0859411378756,2.201810814643764e-07,1.8055873511378006e-08,0.13739644778956486,0.15589814041445602
2369.1154827361347,2.465816348481938e-07,2.07032574195367e-08,0.4849259642137822,0.06795518549647449
2370.1454719346625,2.055632571350297e-07,2.0455741634120295e-08,0.4782359306563679,0.08643946594639752
2371.175908928058,1.7180043710109702e-07,1.8350217726054377e-08,0.6137230675293213,0.13453303447265105
2372.206793910999,1.991226737304148e-07,2.0585384143186124e-08,0.48024065962732454,0.08258293964407663
2373.238127078254,1.999976696673905e-07,1.6299435768782547e-08,0.5731152453361589,0.11716495620426871
2374.2699086246735,2.5486390484638414e-07,2.7710007223432144e-08,-0.05450061029476022,0.3316648743920881
2375.302138745197,3.7189863739686e-07,3.12281151387326e-08,0.08215697993813023,0.23880420608629524
2376.33481763484,2.699432809416993e-07,1.8463646815337976e-08,0.485774641764922,0.1165792757274272
2377.3679454887097,1.9332643797398152e-07,1.4999813966000173e-08,0.8070244322320935,0.07826032021757247
2378.401522502,1.9692237201492122e-07,2.2328881969342943e-08,0.45078929700419906,0.06948712360640526
2379.43554886998,2.2186587224329483e-07,1.7889291117484174e-08,0.33474313057362337,0.05739961781267957
2380.4700247880123,2.137119028012409e-07,1.7609972460331875e-08,0.1600198585589066,0.03768353347979469
2381.5049504515428,2.1573840698711956e-07,2.6827634773363795e-08,0.28286907396482275,0.08573398434860346
2382.540326056103,1.7473183954449703e-07,2.102829551984199e-08,0.5115174368002335,0.06708050225780045
2383.5761517973033,2.2903989977049727e-07,1.6831108568838493e-08,0.39963639485443875,0.07054524054032207
2384.612427870846,2.2827453115041266e-07,2.2793352570496593e-08,0.4430309133927082,0.07102204255842255
2385.6491544725195,1.6686825009436166e-07,1.6248056976828917e-08,0.6210675453687866,0.11586595251744612
2386.6863317981874,2.2732794883901632e-07,2.0777997589572464e-08,0.301486527308201,0.06353458345173169
2387.723960043809,1.8472032582870479e-07,1.6682177953938064e-08,0.5631115942436858,0.11081924175698502
2388.762039405424,2.1067309057936154e-07,1.4776415170365453e-08,0.32991610269188376,0.0781812248526034
2389.800570079161,1.8802710808898755e-07,1.8484191385738513e-08,0.2996760316063331,0.18011260298869636
2390.839552261226,2.0185464700480344e-07,2.325639856315482e-08,0.15267538071944126,0.07634685384414222
2391.8789861479177,1.7703627233556918e-07,1.6156513048189244e-08,0.20369401868882742,0.05077747108620566
2392.9188719356175,1.8265804507886753e-07,2.0246652276322603e-08,0.4839365389676906,0.09953017524503431
2393.959209820796,2.4162697244162117e-07,1.902814519165762e-08,0.29962352163252626,0.08383724663175589
2395.0,2.2178612818477665e-07,2.0764649461050166e-08,0.4835542771623832,0.07702649871822422
