{'trials': 20, 'sleeptime': 0.9, 'target_freq': 1718.723524709954, 'theoretical_target_freq': 1718.723524709954}
freq,A,A_std,phi,phi_std
1708.723524709954,3.7021967178228306e-07,3.6699723858238054e-08,0.11034030375555597,0.3806272915856302
1708.8234465205956,3.0333956373371293e-07,4.696280926107417e-08,0.42275406325204967,0.20963144156084262
1708.9233741744094,3.1181228283726613e-07,2.0794350521010184e-08,0.5636161630977232,0.2937731238531571
1709.0233076717407,2.7574881958257075e-07,3.585567493355749e-08,-0.4604809742049595,0.3735846376325794
1709.1232470129287,3.2526727790474784e-07,3.9576633209783985e-08,0.057028042093755824,0.24163546127665533
1709.2231921983137,3.11229342643029e-07,2.7167348304525477e-08,0.14803026837175298,0.34271611267417207
1709.323143228241,2.8924768945951543e-07,3.4431652692204366e-08,-0.3368635738146549,0.25475551294479964
1709.423100103049,2.7255192900981293e-07,2.6187254526801676e-08,-0.11434476429560916,0.35529112908447014
1709.5230628230827,3.684706758448447e-07,5.023910879108196e-08,-0.15630301897518042,0.27127448059969395
1709.6230313886824,3.077865752287632e-07,3.373975704487873e-08,-0.2628429365723965,0.38021234835434503
1709.723005800188,4.443737032216919e-07,3.164807410020367e-08,0.8809746478216522,0.3301287023643765
1709.822986057945,3.2816874790298245e-07,3.2638376874309114e-08,0.023455811827810934,0.29291753656066855
1709.9229721622935,2.751859116741541e-07,3.09416499366668e-08,0.12170500839121896,0.2891386056521043
1710.0229641135736,3.3575189747018695e-07,3.632882006421971e-08,-0.468294132543038,0.352154936364574
1710.1229619121307,3.0978724938175044e-07,3.842646231471822e-08,0.3294500477735076,0.39382188282997976
1710.2229655583033,3.054156030841956e-07,3.130200424311287e-08,-0.054017064204359255,0.30877203259301744
1710.3229750524367,3.048420589975961e-07,2.985072785218659e-08,0.11569708088422556,0.36294355641357834
1710.4229903948712,3.389460467894567e-07,4.0150079306147956e-08,-0.18501836732126992,0.3360695746500349
1710.5230115859472,3.0687987242821064e-07,3.662290533153066e-08,0.36684302423532233,0.30891886215815667
1710.6230386260102,3.520775881879538e-07,3.744420642486209e-08,0.6432673655342123,0.3655758789393903
1710.7230715154003,3.35019854793819e-07,3.7173039217912e-08,0.49941862669510384,0.31090397197500474
1710.8231102544578,3.621406791349433e-07,3.18034027390797e-08,-0.4368526661522045,0.30395702682561
1710.9231548435284,3.5402584586300806e-07,3.642849191291182e-08,-0.04909360946176409,0.3390394039793383
1711.0232052829506,3.708358878195852e-07,3.790167826433285e-08,0.7053926453040356,0.3390993389492147
1711.1232615730703,3.3196509322631314e-07,3.5124191719700266e-08,0.42927877593479413,0.3145434985832936
1711.2233237142275,3.467365899511198e-07,3.456785876292384e-08,0.35184165292940917,0.34178529083255726
1711.3233917067625,3.0544789943153065e-07,3.788243704730832e-08,0.16407674800612265,0.2917303103675843
1711.4234655510215,2.531978364613784e-07,3.700733414559675e-08,0.22566786020087615,0.2852433529455952
1711.5235452473448,3.332233750061367e-07,3.139441220147273e-08,0.03314999931273351,0.4017134844389659
1711.6236307960726,2.401724527025935e-07,3.087652260441614e-08,0.24289278445546886,0.2678841439572954
1711.7237221975506,3.077970249261344e-07,3.270014636559034e-08,0.41281458360221024,0.2886946597995742
1711.823819452118,2.864492477567028e-07,4.9596788434141115e-08,0.02276421458092548,0.34343844975965676
1711.92392256012,2.4194284730004105e-07,2.6775603298851174e-08,0.16944155423192647,0.2702857530533936
1712.0240315218975,3.2653487982376693e-07,3.741655533215085e-08,-0.046080201212257074,0.25925814684371923
1712.1241463377912,2.5951226343194744e-07,3.252182738441025e-08,0.41222943388360844,0.34754845281216223
1712.2242670081466,2.843813027025258e-07,3.132672554961211e-08,0.3060865002773788,0.32763160145744535
1712.3243935333046,3.6523696787883847e-07,3.822757989637343e-08,0.6931728398120154,0.3346023937570184
